COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23513408,1658.89,46.30,0.11989,676.28080,18.216,10.72000,11.98000
23513408,1572.73,13.59,0.11989,676.28080,18.216,11.51000,12.80000
23513408,1515.69,15.44,0.11989,676.28080,18.216,11.90000,13.20000
23531843,968.78,35.46,0.00056,439.27000,7297.713,16.29000,17.71000
23531859,1259.18,32.00,0.07686,671.82820,66.526,12.36000,13.68000
23531859,1184.60,44.92,0.07686,671.82820,66.526,12.59000,13.91000
23531931,2106.28,80.56,0.11815,1039.51800,14.248,8.04000,9.24000
23531931,1946.23,83.84,0.11815,1039.51800,14.248,8.61000,9.83000
23531931,1819.09,79.22,0.11815,1039.51800,14.248,9.11000,10.34000
23531931,1742.40,77.26,0.11815,1039.51800,14.248,9.40000,10.63000
23531933,2289.57,80.01,0.12889,1224.41600,3.177,7.00000,8.17000
23531973,1509.74,60.08,0.03658,777.70860,102.619,12.32000,13.64000
23531973,1476.76,58.17,0.03658,777.70860,102.619,12.33000,13.64000
23531973,1448.24,56.64,0.03658,777.70860,102.619,12.34000,13.65000
23531973,1411.15,65.83,0.03658,777.70860,102.619,12.34000,13.65000
23531975,1557.81,42.66,0.03254,869.48750,82.507,12.08000,13.39000
23531977,1716.83,36.72,0.02965,804.85890,76.642,11.54000,12.83000
23531977,1701.70,41.83,0.02965,804.85890,76.642,11.56000,12.85000
23531977,1694.72,42.44,0.02965,804.85890,76.642,11.59000,12.88000
23531977,1650.52,58.23,0.02965,804.85890,76.642,11.66000,12.96000
23532011,1506.33,63.58,0.04352,767.64610,86.995,10.11000,11.36000
23532011,1481.01,72.87,0.04352,767.64610,86.995,10.01000,11.26000
23532011,1425.56,76.38,0.04352,767.64610,86.995,10.11000,11.36000
23532053,1665.62,75.36,0.02158,1003.64600,91.612,9.81000,11.05000
23532079,1841.71,92.00,0.02425,1098.40800,37.956,8.95000,10.17000
23532079,1818.52,89.97,0.02425,1098.40800,37.956,8.98000,10.20000
23532889,1728.67,66.83,0.10570,723.11640,5.707,10.05000,11.30000
23532889,1636.86,70.35,0.10570,723.11640,5.707,10.35000,11.60000
23532889,1561.27,63.28,0.10570,723.11640,5.707,10.66000,11.93000
23533031,2300.17,5.88,0.20643,982.31520,3.064,8.54000,9.75000
23533051,1897.23,71.52,0.18416,912.77560,2.968,7.66000,8.85000
23533051,1704.48,53.60,0.18416,912.77560,2.968,8.53000,9.74000
23533055,2109.80,86.21,0.12353,985.69820,9.712,8.00000,9.20000
23533055,1987.84,50.85,0.12353,985.69820,9.712,8.65000,9.87000
23533081,1794.11,64.58,0.06140,739.69530,3.025,10.14000,11.39000
23533081,1747.99,67.54,0.06140,739.69530,3.025,10.27000,11.53000
23533085,1631.10,50.48,0.12960,602.97000,3.798,10.51000,11.77000
23533087,1780.63,59.15,0.09276,762.79390,2.535,9.93000,11.17000
23533087,1716.20,64.37,0.09276,762.79390,2.535,10.11000,11.36000
23534441,2068.99,83.57,0.26159,925.41000,1.404,6.31000,7.45000
23534627,1485.08,24.35,0.30212,503.88000,1.355,10.00000,11.25000
23534627,1215.39,5.06,0.30212,503.88000,1.355,11.23000,12.51000
23534643,2196.23,65.38,0.12439,1219.58400,5.317,7.62000,8.81000
23534643,2071.53,91.62,0.12439,1219.58400,5.317,7.91000,9.10000
23551152,1685.23,20.48,0.01989,970.33950,346.197,13.38000,14.72000
23551154,1703.17,43.88,0.01115,928.44840,308.682,13.18000,14.52000
23534721,2435.15,33.86,0.16873,995.68660,8.234,6.95000,8.11000
23534721,2380.18,37.17,0.16873,995.68660,8.234,7.14000,8.31000
23534721,2270.93,73.95,0.16873,995.68660,8.234,7.25000,8.43000
23534721,2022.87,53.66,0.16873,995.68660,8.234,8.30000,9.51000
23534721,1803.44,59.31,0.16873,995.68660,8.234,9.05000,10.27000
23534727,1824.90,70.51,0.13732,851.77000,2.884,9.43000,10.67000
23534727,1693.74,68.28,0.13732,851.77000,2.884,9.95000,11.20000
23534729,1828.08,59.42,0.20680,924.90970,1.298,8.82000,10.04000
23534729,1639.94,66.79,0.20680,924.90970,1.298,9.46000,10.70000
23534731,1956.78,67.02,0.18418,908.05790,4.871,8.36000,9.57000
23534731,1773.98,80.00,0.18418,908.05790,4.871,8.92000,10.15000
23534731,1607.69,69.07,0.18418,908.05790,4.871,9.61000,10.85000
23534733,1970.40,64.47,0.18307,770.60330,3.136,7.98000,9.17000
23534733,1828.84,43.32,0.18307,770.60330,3.136,8.59000,9.80000
23534733,1608.54,44.06,0.18307,770.60330,3.136,9.30000,10.53000
23534735,1823.14,58.35,0.17576,733.84280,4.976,8.85000,10.07000
23534735,1649.60,54.02,0.17576,733.84280,4.976,9.47000,10.70000
23534735,1467.59,61.55,0.17576,733.84280,4.976,9.97000,11.22000
23534745,1896.28,88.30,0.13008,1150.20200,10.012,8.60000,9.81000
23534761,2371.12,29.70,0.26302,832.85880,8.569,6.15000,7.29000
23534761,2021.05,39.58,0.26302,832.85880,8.569,7.36000,8.54000
23534761,1702.30,40.73,0.26302,832.85880,8.569,8.52000,9.73000
23534761,1392.31,47.47,0.26302,832.85880,8.569,9.62000,10.86000
23534761,1178.85,34.52,0.26302,832.85880,8.569,10.53000,11.79000
23542368,2071.28,22.24,0.03445,1125.92500,22.167,9.38000,10.62000
23542368,2001.41,59.62,0.03445,1125.92500,22.167,9.26000,10.49000
23542368,1944.26,78.41,0.03445,1125.92500,22.167,9.14000,10.37000
23542368,1930.45,27.95,0.03445,1125.92500,22.167,9.31000,10.54000
23542368,1916.01,44.39,0.03445,1125.92500,22.167,9.39000,10.62000
23542368,1902.27,38.34,0.03445,1125.92500,22.167,9.59000,10.83000
23542368,1898.44,32.26,0.03445,1125.92500,22.167,9.71000,10.95000
23542368,1868.09,32.22,0.03445,1125.92500,22.167,9.86000,11.11000
23551040,873.49,22.83,0.00561,577.93960,3082.888,16.15000,17.57000
23551040,875.17,12.10,0.00561,577.93960,3082.888,16.21000,17.63000
23551042,1092.62,6.75,0.10206,548.61930,45.815,13.85000,15.20000
23551042,961.48,4.50,0.10206,548.61930,45.815,14.42000,15.79000
23551044,1260.40,1.87,0.11023,667.66330,39.807,12.97000,14.30000
23551052,2065.37,1.05,0.10319,1088.44800,9.847,9.60000,10.83000
23551216,2057.33,49.97,0.05197,1411.89400,11.802,9.49000,10.73000
23551216,1997.02,73.40,0.05197,1411.89400,11.802,9.65000,10.90000
23551216,1950.23,62.82,0.05197,1411.89400,11.802,10.05000,11.30000
23551216,1932.90,74.74,0.05197,1411.89400,11.802,10.07000,11.32000
23551840,1949.39,44.55,0.23454,829.95000,5.613,8.33000,9.53000
23551840,1631.95,11.11,0.23454,829.95000,5.613,9.77000,11.01000
23551840,1436.38,29.79,0.23454,829.95000,5.613,10.37000,11.63000
23552040,2052.04,90.71,0.06314,1359.41400,9.393,10.03000,11.28000
23552040,1997.06,85.33,0.06314,1359.41400,9.393,10.28000,11.54000
23552040,1963.20,85.61,0.06314,1359.41400,9.393,10.41000,11.67000
23552040,1904.42,90.79,0.06314,1359.41400,9.393,10.59000,11.86000
23552040,1877.52,71.12,0.06314,1359.41400,9.393,10.84000,12.11000
23552298,1927.22,14.97,0.05483,921.66130,7.902,9.54000,10.78000
23552308,2050.01,86.01,0.14051,1341.38800,2.719,8.98000,10.20000
23552308,1897.01,72.40,0.14051,1341.38800,2.719,9.67000,10.91000
23552312,2031.08,85.63,0.11992,1391.92100,2.085,8.78000,10.00000
23552314,2129.88,2.29,0.15129,1281.14900,3.074,7.56000,8.74000
23552314,2036.60,0.58,0.15129,1281.14900,3.074,8.02000,9.22000
23552320,2206.44,32.44,0.13985,943.32360,2.587,7.97000,9.17000
23552320,2054.59,21.15,0.13985,943.32360,2.587,8.60000,9.81000
23552322,1721.78,65.51,0.06488,1083.98400,36.323,11.40000,12.69000
23552326,2244.44,18.50,0.18015,1303.58900,0.984,7.15000,8.32000
23552336,1861.91,6.35,0.10162,909.23000,1.452,10.76000,12.03000
23552336,1773.18,9.56,0.10162,909.23000,1.452,11.33000,12.61000
23552344,1849.35,6.21,0.07527,918.87950,2.702,10.92000,12.20000
23552344,1791.51,13.50,0.07527,918.87950,2.702,11.32000,12.60000
23552350,2071.83,30.25,0.07410,1066.54800,5.636,8.93000,10.15000
23552350,1949.35,33.27,0.07410,1066.54800,5.636,9.46000,10.70000
23552350,1901.16,25.13,0.07410,1066.54800,5.636,9.69000,10.93000
23552350,1890.38,9.38,0.07410,1066.54800,5.636,9.65000,10.89000
23552354,2243.60,45.48,0.10431,1098.71100,5.462,7.74000,8.93000
23552354,2201.28,7.27,0.10431,1098.71100,5.462,8.18000,9.38000
23552354,2049.71,35.53,0.10431,1098.71100,5.462,8.52000,9.73000
23552354,1914.94,41.14,0.10431,1098.71100,5.462,8.97000,10.20000
23552360,1901.71,43.66,0.08992,931.67900,3.098,9.96000,11.20000
23552360,1808.99,0.00,0.08992,931.67900,3.098,10.67000,11.93000
23552360,1740.19,17.48,0.08992,931.67900,3.098,10.65000,11.91000
23560167,1878.29,24.15,0.00434,1494.18800,18.516,12.13000,13.44000
23560167,1873.32,59.75,0.00434,1494.18800,18.516,11.96000,13.26000
23560167,1872.73,46.44,0.00434,1494.18800,18.516,12.13000,13.44000
23561395,1817.06,39.23,0.10940,1296.54000,2.641,10.69000,11.96000
23561395,1762.58,56.70,0.10940,1296.54000,2.641,10.86000,12.14000
23561407,1904.35,36.09,0.24383,1516.50400,1.943,10.06000,11.31000
23561369,1747.72,60.00,0.01004,1312.96400,7.265,11.71000,13.01000
23561369,1741.11,81.33,0.01004,1312.96400,7.265,11.67000,12.97000
23568877,1547.12,86.36,0.05584,1197.55900,27.678,9.12000,10.35000
23568935,1020.00,77.04,0.02597,715.20520,94.945,13.21000,14.54000
23568937,1106.82,86.10,0.05772,729.13480,84.746,12.51000,13.83000
23568937,1048.34,85.19,0.05772,729.13480,84.746,12.75000,14.08000
23568971,946.06,30.91,0.01557,741.32230,788.268,16.91000,18.35000
23568971,935.09,36.12,0.01557,741.32230,788.268,16.82000,18.26000
23569189,992.43,76.44,0.01880,746.76250,210.183,13.93000,15.29000
23569423,1652.14,82.71,0.20368,981.08910,2.919,8.22000,9.42000
23569429,1544.91,73.18,0.31299,1031.09300,5.006,9.68000,10.92000
23569429,1204.77,89.96,0.31299,1031.09300,5.006,10.81000,12.08000
23569441,1682.33,59.45,0.30263,908.36000,1.227,7.99000,9.18000
23569443,1878.17,80.30,0.19951,1110.24300,1.450,7.27000,8.44000
23569449,2175.85,10.58,0.12638,1398.11300,3.088,8.63000,9.85000
23503096,1439.87,71.78,0.04155,642.41280,74.746,11.79000,13.09000
23503098,1509.40,74.16,0.03464,637.45340,65.842,11.57000,12.86000
23503118,1120.64,27.69,0.02027,460.79500,1085.230,14.44000,15.81000
23503118,1109.94,23.96,0.02027,460.79500,1085.230,14.43000,15.80000
23503120,1151.82,16.30,0.01929,555.09700,1076.638,14.43000,15.80000
23503304,1960.67,3.24,0.02496,616.12540,56.413,11.19000,12.47000
23503304,1936.98,61.90,0.02496,616.12540,56.413,10.98000,12.26000
23503316,1971.11,72.52,0.02364,624.56490,48.762,9.81000,11.05000
23503316,1976.52,73.75,0.02364,624.56490,48.762,9.76000,11.00000
23503330,1527.71,58.71,0.10809,592.68550,18.960,9.68000,10.92000
23503330,1424.67,57.81,0.10809,592.68550,18.960,9.90000,11.14000
23503330,1335.26,70.24,0.10809,592.68550,18.960,9.93000,11.18000
23503332,1888.59,84.35,0.16426,664.66020,5.906,8.08000,9.28000
23503332,1720.36,76.34,0.16426,664.66020,5.906,8.65000,9.86000
23503528,1166.21,28.88,0.00092,403.55610,11750.006,17.71000,19.17000
23503528,1169.44,29.38,0.00092,403.55610,11750.006,17.65000,19.11000
23503530,1173.77,14.29,0.00731,257.04210,11693.206,18.06000,19.53000
23503530,1166.21,13.62,0.00731,257.04210,11693.206,18.03000,19.50000
23504888,2433.80,63.55,0.10399,778.69720,5.607,8.07000,9.27000
23504888,2300.37,87.02,0.10399,778.69720,5.607,8.38000,9.58000
23504888,2164.38,85.81,0.10399,778.69720,5.607,8.86000,10.08000
23504890,1569.81,0.00,0.08137,365.63180,2.015,12.27000,13.58000
23504890,1497.22,0.00,0.08137,365.63180,2.015,12.65000,13.97000
23504894,1889.26,80.97,0.16996,566.21290,2.617,9.01000,10.23000
23504896,1436.95,0.00,0.04438,317.48880,9.889,13.34000,14.68000
23504896,1402.48,0.00,0.04438,317.48880,9.889,13.49000,14.83000
23504896,1361.62,0.00,0.04438,317.48880,9.889,13.68000,15.03000
23504896,1308.91,0.00,0.04438,317.48880,9.889,13.93000,15.29000
23504898,1599.10,41.97,0.35610,652.08980,5.932,8.92000,10.14000
23504898,1193.31,20.00,0.35610,652.08980,5.932,10.59000,11.85000
23504916,1765.94,53.33,0.22334,461.42220,8.744,10.95000,12.23000
23504916,1544.73,19.84,0.22334,461.42220,8.744,12.12000,13.43000
23504916,1281.36,28.84,0.22334,461.42220,8.744,13.18000,14.52000
23505754,1722.45,65.65,0.14735,518.81480,12.049,9.98000,11.23000
23505754,1563.62,57.07,0.14735,518.81480,12.049,10.62000,11.88000
23505754,1420.74,62.95,0.14735,518.81480,12.049,11.11000,12.39000
23505754,1292.77,62.63,0.14735,518.81480,12.049,11.61000,12.90000
23505970,1239.92,0.00,0.03857,256.54550,16.454,14.42000,15.79000
23505970,1202.93,0.00,0.03857,256.54550,16.454,14.60000,15.98000
23506242,2356.45,81.95,0.20549,657.95610,5.128,6.93000,8.10000
23506242,2126.93,84.21,0.20549,657.95610,5.128,7.76000,8.94000
23506242,1844.65,66.41,0.20549,657.95610,5.128,8.93000,10.15000
23506274,2288.33,68.48,0.24287,887.08150,3.740,6.45000,7.60000
23506274,1970.16,42.70,0.24287,887.08150,3.740,7.86000,9.05000
23506274,1724.63,51.95,0.24287,887.08150,3.740,8.75000,9.97000
23513278,2531.52,26.71,0.11585,735.20060,22.214,6.82000,7.98000
23513278,2249.66,59.19,0.11585,735.20060,22.214,7.59000,8.77000
23513278,2116.87,39.04,0.11585,735.20060,22.214,8.15000,9.35000
23513278,2005.25,70.26,0.11585,735.20060,22.214,8.18000,9.38000
23513278,1838.27,77.26,0.11585,735.20060,22.214,8.46000,9.67000
23513278,1749.94,44.30,0.11585,735.20060,22.214,9.66000,10.90000
23513278,1673.85,4.28,0.11585,735.20060,22.214,12.46000,13.77000
23513278,1610.27,12.79,0.11585,735.20060,22.214,12.22000,13.53000
23513278,1547.63,8.07,0.11585,735.20060,22.214,12.22000,13.53000
23513278,1500.08,2.21,0.11585,735.20060,22.214,12.24000,13.55000
23513288,1527.04,7.47,0.03564,396.86620,38.546,12.94000,14.27000
23513288,1490.44,5.40,0.03564,396.86620,38.546,13.26000,14.60000
23513288,1457.84,15.26,0.03564,396.86620,38.546,13.46000,14.81000
23513288,1425.39,10.52,0.03564,396.86620,38.546,13.77000,15.12000
23513288,1390.95,5.74,0.03564,396.86620,38.546,14.09000,15.45000
23513386,2309.25,35.12,0.20888,580.05360,4.495,7.16000,8.33000
23513386,1999.27,65.37,0.20888,580.05360,4.495,8.26000,9.46000
23513386,1803.32,20.57,0.20888,580.05360,4.495,9.62000,10.86000
23513386,1678.49,30.38,0.20888,580.05360,4.495,10.33000,11.59000
23531839,968.51,48.07,0.00582,415.42200,7313.624,16.01000,17.42000
23531839,974.77,45.14,0.00582,415.42200,7313.624,15.89000,17.31000
23531861,1448.05,59.70,0.11017,804.35350,44.260,11.04000,12.32000
23531861,1343.79,52.24,0.11017,804.35350,44.260,11.48000,12.77000
23531863,1676.12,39.56,0.12697,945.56620,31.335,10.01000,11.26000
23531941,1768.48,77.92,0.09706,887.87150,29.729,10.25000,11.51000
23531941,1645.03,78.95,0.09706,887.87150,29.729,10.69000,11.96000
23531941,1572.22,77.57,0.09706,887.87150,29.729,10.95000,12.23000
23531941,1514.28,67.10,0.09706,887.87150,29.729,11.23000,12.51000
23531941,1444.65,76.68,0.09706,887.87150,29.729,11.40000,12.69000
23531985,1792.98,23.42,0.02697,874.10780,30.311,10.95000,12.23000
23531987,1809.80,41.35,0.02911,866.72520,28.219,10.74000,12.01000
23531989,1846.71,58.42,0.02835,944.52000,22.702,10.30000,11.56000
23532017,1602.34,63.87,0.03777,877.81100,68.860,9.75000,10.99000
23532747,1940.06,68.13,0.14471,782.16960,42.052,8.50000,9.71000
23532747,1801.38,80.36,0.14471,782.16960,42.052,8.84000,10.06000
23532747,1618.54,84.15,0.14471,782.16960,42.052,9.41000,10.64000
23532747,1481.30,62.74,0.14471,782.16960,42.052,10.00000,11.25000
23532747,1305.63,36.76,0.14471,782.16960,42.052,10.81000,12.09000
23532747,1119.75,45.22,0.14471,782.16960,42.052,11.35000,12.64000
23532747,944.92,38.04,0.14471,782.16960,42.052,11.96000,13.26000
23532749,2024.71,19.97,0.16246,983.12000,13.397,8.37000,9.57000
23532757,2316.74,79.09,0.16025,889.69630,16.168,7.36000,8.54000
23532757,2206.55,88.34,0.16025,889.69630,16.168,7.62000,8.81000
23532757,1972.37,90.74,0.16025,889.69630,16.168,8.39000,9.59000
23532757,1778.08,87.94,0.16025,889.69630,16.168,9.03000,10.25000
23532757,1646.70,93.06,0.16025,889.69630,16.168,9.36000,10.59000
23532997,2025.58,68.49,0.20380,1087.09000,4.296,6.98000,8.15000
23532997,1865.46,47.05,0.20380,1087.09000,4.296,7.75000,8.94000
23532999,2277.78,5.39,0.13035,1201.93800,4.792,7.37000,8.55000
23532999,2136.39,86.12,0.13035,1201.93800,4.792,7.28000,8.46000
23532999,1991.71,92.27,0.13035,1201.93800,4.792,7.77000,8.96000
23533003,1726.69,65.35,0.08889,930.19200,16.226,9.06000,10.28000
23533015,2187.49,60.56,0.17163,952.29080,1.669,7.34000,8.52000
23533021,2188.04,41.25,0.14692,998.40880,2.298,8.07000,9.27000
23533021,2081.39,41.79,0.14692,998.40880,2.298,8.46000,9.67000
23533023,2188.43,71.07,0.17345,926.61480,4.043,6.66000,7.82000
23533023,1995.97,82.00,0.17345,926.61480,4.043,7.28000,8.46000
23533025,1647.71,39.68,0.20587,567.01090,5.332,9.72000,10.97000
23533025,1451.16,51.40,0.20587,567.01090,5.332,10.36000,11.62000
23533025,1313.20,49.67,0.20587,567.01090,5.332,10.88000,12.16000
23533025,1185.64,21.45,0.20587,567.01090,5.332,11.59000,12.89000
23533029,1805.50,82.54,0.16786,921.81010,6.099,8.04000,9.23000
23533029,1688.85,52.95,0.16786,921.81010,6.099,8.69000,9.90000
23533035,2131.12,77.53,0.19503,1075.22400,5.115,6.85000,8.01000
23533035,1975.39,77.83,0.19503,1075.22400,5.115,7.36000,8.54000
23533035,1773.61,82.13,0.19503,1075.22400,5.115,8.03000,9.23000
23533041,2379.89,62.12,0.15316,1244.22000,1.631,6.58000,7.74000
23533043,1871.59,59.95,0.18708,855.70000,3.044,8.05000,9.25000
23533043,1689.95,40.41,0.18708,855.70000,3.044,8.79000,10.01000
23533045,2183.71,82.70,0.15143,1166.11200,3.427,7.31000,8.48000
23533047,1495.27,57.80,0.12854,846.32440,15.413,10.53000,11.79000
23533047,1375.21,52.47,0.12854,846.32440,15.413,11.05000,12.33000
23534625,1710.46,34.75,0.22775,505.13710,2.669,9.62000,10.86000
23534625,1539.33,53.05,0.22775,505.13710,2.669,10.20000,11.46000
23534625,1318.44,48.83,0.22775,505.13710,2.669,11.14000,12.42000
23534637,2246.14,46.75,0.19128,1002.82000,6.664,6.61000,7.77000
23534637,2033.18,27.56,0.19128,1002.82000,6.664,7.51000,8.70000
23534637,1822.73,13.81,0.19128,1002.82000,6.664,8.34000,9.55000
23534637,1656.89,27.56,0.19128,1002.82000,6.664,8.82000,10.03000
23551160,1727.82,31.15,0.00046,917.51360,289.516,13.03000,14.36000
23534737,1811.68,36.43,0.21089,858.82230,1.399,8.98000,10.21000
23534781,1956.59,78.94,0.15022,936.19980,9.565,8.51000,9.72000
23534781,1752.98,56.58,0.15022,936.19980,9.565,9.55000,10.78000
23534781,1615.78,48.38,0.15022,936.19980,9.565,10.24000,11.49000
23542306,2188.50,44.27,0.03760,937.77780,2.881,8.78000,10.00000
23542306,2178.00,45.49,0.03760,937.77780,2.881,8.76000,9.97000
23551034,852.83,36.33,0.00965,617.81870,3102.046,16.04000,17.46000
23551034,835.60,17.08,0.00965,617.81870,3102.046,16.25000,17.67000
23551036,860.95,26.40,0.00947,642.74020,3096.923,16.04000,17.45000
23551048,1450.34,56.22,0.11383,826.77220,23.719,11.62000,12.92000
23551050,1930.14,0.27,0.11164,843.71170,21.358,10.18000,11.44000
23551050,1822.50,36.69,0.11164,843.71170,21.358,10.30000,11.56000
23551050,1674.70,66.10,0.11164,843.71170,21.358,10.66000,11.93000
23551214,1890.04,70.20,0.01402,1395.88800,19.978,10.12000,11.37000
23551214,1872.25,58.16,0.01402,1395.88800,19.978,10.07000,11.33000
23551214,1869.82,73.00,0.01402,1395.88800,19.978,9.79000,11.03000
23551838,1265.15,38.36,0.12976,679.85780,20.038,11.96000,13.26000
23551838,1132.34,13.11,0.12976,679.85780,20.038,12.64000,13.96000
23551838,999.07,23.70,0.12976,679.85780,20.038,13.07000,14.40000
23551838,901.99,39.47,0.12976,679.85780,20.038,13.32000,14.66000
23551850,1263.46,41.42,0.08629,765.21370,40.598,12.17000,13.48000
23551850,1187.76,43.48,0.08629,765.21370,40.598,12.46000,13.77000
23552262,1528.30,63.80,0.25426,627.94570,6.074,9.96000,11.21000
23552266,1859.22,83.19,0.24073,644.75370,5.162,8.77000,9.98000
23552266,1663.98,82.36,0.24073,644.75370,5.162,9.52000,10.76000
23552266,1450.75,41.59,0.24073,644.75370,5.162,10.64000,11.91000
23552266,1187.93,16.03,0.24073,644.75370,5.162,11.83000,13.13000
23552268,2035.12,85.65,0.19654,1456.37000,2.453,9.34000,10.57000
23552276,2154.00,2.08,0.20236,1028.82900,6.646,7.91000,9.11000
23552276,1971.18,7.27,0.20236,1028.82900,6.646,8.59000,9.80000
23552276,1736.78,21.28,0.20236,1028.82900,6.646,9.39000,10.62000
23552276,1512.28,71.92,0.20236,1028.82900,6.646,9.88000,11.12000
23552280,1657.98,2.88,0.25815,636.64710,2.797,9.75000,11.00000
23552280,1448.75,8.13,0.25815,636.64710,2.797,10.53000,11.79000
23552280,1062.89,18.36,0.25815,636.64710,2.797,11.92000,13.23000
23552286,1798.90,35.95,0.06478,909.23000,12.427,9.81000,11.06000
23552286,1745.07,28.18,0.06478,909.23000,12.427,10.10000,11.36000
23552288,1940.87,58.24,0.05878,1127.70300,2.696,9.07000,10.29000
23552292,1864.50,48.40,0.06618,1054.67300,0.648,10.52000,11.78000
23552300,2036.71,14.35,0.09469,1317.23600,2.636,8.24000,9.44000
23552304,1880.14,6.26,0.12197,952.42230,1.859,10.35000,11.61000
23552304,1790.54,12.34,0.12197,952.42230,1.859,10.62000,11.89000
23552306,2218.79,41.18,0.03981,1030.22000,3.849,8.60000,9.81000
23552310,1962.27,26.14,0.08883,1051.74400,2.365,10.08000,11.33000
23552310,1863.21,16.09,0.08883,1051.74400,2.365,10.54000,11.81000
23552310,1814.01,17.47,0.08883,1051.74400,2.365,10.76000,12.03000
23552316,1804.24,34.48,0.01505,1100.69300,15.729,11.30000,12.59000
23552316,1789.95,11.76,0.01505,1100.69300,15.729,11.57000,12.86000
23552316,1779.40,45.55,0.01505,1100.69300,15.729,11.44000,12.73000
23552318,2220.53,74.28,0.06415,1483.87500,1.944,8.17000,9.37000
23552318,2171.17,77.76,0.06415,1483.87500,1.944,8.32000,9.53000
23569227,1111.30,84.10,0.06572,808.22560,102.537,13.78000,15.13000
23569227,1067.14,88.56,0.06572,808.22560,102.537,13.89000,15.24000
23561363,2244.10,13.44,0.14026,1269.73700,8.214,9.35000,10.59000
23561363,2040.34,13.48,0.14026,1269.73700,8.214,10.18000,11.43000
23561363,1878.70,27.86,0.14026,1269.73700,8.214,10.75000,12.02000
23561363,1716.14,35.95,0.14026,1269.73700,8.214,11.37000,12.66000
23561363,1610.37,68.13,0.14026,1269.73700,8.214,11.59000,12.88000
23561365,1874.51,62.41,0.19016,1302.85600,2.400,10.26000,11.51000
23561367,1779.65,38.51,0.05662,1275.09000,1.853,11.48000,12.77000
23561367,1753.87,56.31,0.05662,1275.09000,1.853,11.54000,12.83000
23561371,2355.47,21.23,0.03480,1486.92100,1.516,9.12000,10.35000
23561371,2336.81,30.96,0.03480,1486.92100,1.516,9.22000,10.45000
23568873,1396.69,78.72,0.03789,975.31300,67.014,10.26000,11.52000
23568873,1366.31,71.58,0.03789,975.31300,67.014,10.40000,11.66000
23562753,2159.67,9.09,0.11767,1507.26800,3.243,9.54000,10.78000
23562753,2035.69,0.52,0.11767,1507.26800,3.243,10.15000,11.40000
23562753,1872.84,19.15,0.11767,1507.26800,3.243,10.74000,12.01000
23568933,976.90,62.62,0.03455,715.25740,101.659,13.46000,14.80000
23568933,943.33,53.13,0.03455,715.25740,101.659,13.69000,15.04000
23569329,1316.63,90.74,0.12319,876.50220,7.496,10.62000,11.89000
23569329,1199.35,83.32,0.12319,876.50220,7.496,11.20000,12.48000
23569331,1986.22,41.73,0.20064,949.26620,4.543,7.52000,8.71000
23569331,1730.77,68.51,0.20064,949.26620,4.543,8.33000,9.53000
23569331,1542.70,82.81,0.20064,949.26620,4.543,9.02000,10.24000
23569449,2112.22,16.81,0.12638,1398.11300,3.088,8.74000,9.96000
23569449,1935.87,22.02,0.12638,1398.11300,3.088,9.22000,10.44000
23569451,2089.47,8.73,0.08794,1287.95600,5.643,9.19000,10.42000
23569451,2009.46,16.23,0.08794,1287.95600,5.643,9.33000,10.56000
23569451,1959.92,30.46,0.08794,1287.95600,5.643,9.32000,10.55000
23569451,1876.47,1.73,0.08794,1287.95600,5.643,9.73000,10.97000
23569453,1112.66,87.17,0.28101,759.61320,6.269,11.61000,12.90000
23569455,1949.61,93.46,0.16791,1276.20800,4.795,8.85000,10.07000
23569455,1708.75,94.34,0.16791,1276.20800,4.795,9.69000,10.93000
23569459,1764.47,78.73,0.04973,1222.51600,12.382,8.68000,9.90000
23569459,1725.76,71.26,0.04973,1222.51600,12.382,8.85000,10.07000
23569461,1672.31,94.58,0.20489,1181.86500,2.430,7.81000,9.00000
23569461,1508.02,95.93,0.20489,1181.86500,2.430,8.40000,9.60000
23569463,1954.53,87.10,0.14913,1130.51100,4.761,7.26000,8.44000
23569463,1818.47,90.41,0.14913,1130.51100,4.761,7.73000,8.92000
23569463,1657.86,94.38,0.14913,1130.51100,4.761,8.28000,9.48000
23569465,2188.44,8.55,0.03229,1604.98400,5.235,12.24000,13.55000
23569465,2159.08,5.28,0.03229,1604.98400,5.235,12.32000,13.64000
23569465,2154.31,18.80,0.03229,1604.98400,5.235,12.21000,13.52000
23569731,2054.58,67.23,0.27389,1236.56600,1.193,6.14000,7.28000
23569733,2046.65,28.51,0.26073,1226.43000,1.114,6.59000,7.74000
23569735,1695.44,52.32,0.16176,908.36000,3.762,9.01000,10.23000
23569735,1540.17,77.48,0.16176,908.36000,3.762,9.48000,10.72000
23569735,1422.29,78.78,0.16176,908.36000,3.762,10.03000,11.28000
23569739,2133.35,16.14,0.07900,1354.84300,3.785,9.37000,10.61000
23569739,2010.63,35.09,0.07900,1354.84300,3.785,9.75000,10.99000
23569743,1755.51,46.83,0.14302,1003.79000,3.162,8.86000,10.08000
23569743,1619.55,77.70,0.14302,1003.79000,3.162,9.20000,10.43000
23569743,1508.19,52.52,0.14302,1003.79000,3.162,9.86000,11.10000
23569743,1407.55,59.54,0.14302,1003.79000,3.162,10.24000,11.49000
23569751,1800.08,50.17,0.14233,1089.58800,4.439,8.52000,9.73000
